Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenized,stopwords removal,steming_data,Sentiment
2025-07-10 12:31:25,Pengguna Google,5,"sangat membantu dgn semua keperlusn yg dubutuhkan, pelayanan ramah, santun baik dlm hal komunikasi dan pelayanannya",sangat membantu dgn semua keperlusn yg dubutuhkan pelayanan ramah santun baik dlm hal komunikasi dan pelayanannya,sangat membantu dgn semua keperlusn yg dubutuhkan pelayanan ramah santun baik dlm hal komunikasi dan pelayanannya,sangat membantu dengan semua keperlusn yang dubutuhkan pelayanan ramah santun baik dalam hal komunikasi dan pelayanannya,"['sangat', 'membantu', 'dengan', 'semua', 'keperlusn', 'yang', 'dubutuhkan', 'pelayanan', 'ramah', 'santun', 'baik', 'dalam', 'hal', 'komunikasi', 'dan', 'pelayanannya']","['membantu', 'keperlusn', 'dubutuhkan', 'pelayanan', 'ramah', 'santun', 'komunikasi', 'pelayanannya']",bantu keperlusn dubutuhkan layan ramah santun komunikasi layan,Positif
2025-07-10 12:31:18,Pengguna Google,5,udah cinta sama shopee,udah cinta sama shopee,udah cinta sama shopee,sudah cinta sama shopee,"['sudah', 'cinta', 'sama', 'shopee']","['cinta', 'shopee']",cinta shopee,Negatif
2025-07-10 12:31:07,Pengguna Google,1,maaf bintang satu pengiriman lama,maaf bintang satu pengiriman lama,maaf bintang satu pengiriman lama,maaf bintang satu pengiriman lama,"['maaf', 'bintang', 'satu', 'pengiriman', 'lama']","['maaf', 'bintang', 'pengiriman']",maaf bintang kirim,positif
2025-07-10 12:31:05,Pengguna Google,5,bagus banget kita bisa membeli apa yang kita inginkan dan ada voucher juga jadi lebih murah 👍🏻👍🏻,bagus banget kita bisa membeli apa yang kita inginkan dan ada voucher juga jadi lebih murah ,bagus banget kita bisa membeli apa yang kita inginkan dan ada voucher juga jadi lebih murah ,bagus banget kita bisa membeli apa yang kita inginkan dan ada voucher juga jadi lebih murah,"['bagus', 'banget', 'kita', 'bisa', 'membeli', 'apa', 'yang', 'kita', 'inginkan', 'dan', 'ada', 'voucher', 'juga', 'jadi', 'lebih', 'murah']","['bagus', 'banget', 'membeli', 'voucher', 'murah']",bagus banget beli voucher murah,positif
2025-07-10 12:30:59,Pengguna Google,5,thanks sopie...,thanks sopie,thanks sopie,thanks sopie,"['thanks', 'sopie']","['thanks', 'sopie']",thanks sopie,positif
2025-07-10 12:30:38,Pengguna Google,5,harga ngak sesuai sama paket..,harga ngak sesuai sama paket,harga ngak sesuai sama paket,harga tidak sesuai sama paket,"['harga', 'tidak', 'sesuai', 'sama', 'paket']","['harga', 'sesuai', 'paket']",harga sesuai paket,positif
2025-07-10 12:30:37,Pengguna Google,4,pengiriman cepat.,pengiriman cepat,pengiriman cepat,pengiriman cepat,"['pengiriman', 'cepat']","['pengiriman', 'cepat']",kirim cepat,positif
2025-07-10 12:29:56,Pengguna Google,5,banyak gratis ongkir hehehe,banyak gratis ongkir hehehe,banyak gratis ongkir hehehe,banyak gratis ongkir hehehe,"['banyak', 'gratis', 'ongkir', 'hehehe']","['gratis', 'ongkir', 'hehehe']",gratis ongkir hehehe,positif
2025-07-10 12:29:08,Pengguna Google,5,di shopee banyak vocer diskon ongkir nya jadi aku seneng banget bisa belanja di shopee harga nya murah murah kurir nya ramah pokok nya shopee mantap,di shopee banyak vocer diskon ongkir nya jadi aku seneng banget bisa belanja di shopee harga nya murah murah kurir nya ramah pokok nya shopee mantap,di shopee banyak vocer diskon ongkir nya jadi aku seneng banget bisa belanja di shopee harga nya murah murah kurir nya ramah pokok nya shopee mantap,di shopee banyak vocer diskon ongkir ya jadi aku senang banget bisa belanja di shopee harga ya murah murah kurir ya ramah pokok ya shopee mantap,"['di', 'shopee', 'banyak', 'vocer', 'diskon', 'ongkir', 'ya', 'jadi', 'aku', 'senang', 'banget', 'bisa', 'belanja', 'di', 'shopee', 'harga', 'ya', 'murah', 'murah', 'kurir', 'ya', 'ramah', 'pokok', 'ya', 'shopee', 'mantap']","['shopee', 'vocer', 'diskon', 'ongkir', 'ya', 'senang', 'banget', 'belanja', 'shopee', 'harga', 'ya', 'murah', 'murah', 'kurir', 'ya', 'ramah', 'pokok', 'ya', 'shopee', 'mantap']",shopee vocer diskon ongkir ya senang banget belanja shopee harga ya murah murah kurir ya ramah pokok ya shopee mantap,positif
2025-07-10 12:28:00,Pengguna Google,1,"Aplikasi sampah...berkali"" pesanan saya ditahan berhari""...dikomplain iya diusahakan dan diprioritaskan tapi aktualnya ga ada... giliran dicancel malah dipaksa dikirim sampai rumah...ga ada itikad baik sama sekali akhirnya saya rugi uang rugi waktu rugi tenaga",Aplikasi sampahberkali pesanan saya ditahan berharidikomplain iya diusahakan dan diprioritaskan tapi aktualnya ga ada giliran dicancel malah dipaksa dikirim sampai rumahga ada itikad baik sama sekali akhirnya saya rugi uang rugi waktu rugi tenaga,aplikasi sampahberkali pesanan saya ditahan berharidikomplain iya diusahakan dan diprioritaskan tapi aktualnya ga ada giliran dicancel malah dipaksa dikirim sampai rumahga ada itikad baik sama sekali akhirnya saya rugi uang rugi waktu rugi tenaga,aplikasi sampahberkali pesanan saya ditahan berharidikomplain iya diusahakan dan diprioritaskan tapi aktualnya tidak ada giliran dicancel malah dipaksa dikirim sampai rumahga ada itikad baik sama sekali akhirnya saya rugi uang rugi waktu rugi tenaga,"['aplikasi', 'sampahberkali', 'pesanan', 'saya', 'ditahan', 'berharidikomplain', 'iya', 'diusahakan', 'dan', 'diprioritaskan', 'tapi', 'aktualnya', 'tidak', 'ada', 'giliran', 'dicancel', 'malah', 'dipaksa', 'dikirim', 'sampai', 'rumahga', 'ada', 'itikad', 'baik', 'sama', 'sekali', 'akhirnya', 'saya', 'rugi', 'uang', 'rugi', 'waktu', 'rugi', 'tenaga']","['aplikasi', 'sampahberkali', 'pesanan', 'ditahan', 'berharidikomplain', 'iya', 'diusahakan', 'diprioritaskan', 'aktualnya', 'giliran', 'dicancel', 'dipaksa', 'dikirim', 'rumahga', 'itikad', 'rugi', 'uang', 'rugi', 'rugi', 'tenaga']",aplikasi sampahberkali pesan tahan berharidikomplain iya usaha prioritas aktual gilir dicancel paksa kirim rumahga itikad rugi uang rugi rugi tenaga,negatif
2025-07-10 12:27:30,Pengguna Google,1,SPX LELET BANGET 😤,SPX LELET BANGET ,spx lelet banget ,spx lelet banget,"['spx', 'lelet', 'banget']","['spx', 'lelet', 'banget']",spx lelet banget,positif
2025-07-10 12:27:15,Pengguna Google,5,kalau barang otw ke rumah pembeli tolong kasih nomer tlpn kurir.. karna barang tidak kunjung dijemput atau diantar oleh kurir.. mau wa kurir lngsng tp gk ada no nya..,kalau barang otw ke rumah pembeli tolong kasih nomer tlpn kurir karna barang tidak kunjung dijemput atau diantar oleh kurir mau wa kurir lngsng tp gk ada no nya,kalau barang otw ke rumah pembeli tolong kasih nomer tlpn kurir karna barang tidak kunjung dijemput atau diantar oleh kurir mau wa kurir lngsng tp gk ada no nya,kalau barang otw ke rumah pembeli tolong kasih nomer tlpn kurir karena barang tidak kunjung dijemput atau diantar oleh kurir mau wa kurir lngsng tapi tidak ada no ya,"['kalau', 'barang', 'otw', 'ke', 'rumah', 'pembeli', 'tolong', 'kasih', 'nomer', 'tlpn', 'kurir', 'karena', 'barang', 'tidak', 'kunjung', 'dijemput', 'atau', 'diantar', 'oleh', 'kurir', 'mau', 'wa', 'kurir', 'lngsng', 'tapi', 'tidak', 'ada', 'no', 'ya']","['barang', 'otw', 'rumah', 'pembeli', 'tolong', 'kasih', 'nomer', 'tlpn', 'kurir', 'barang', 'kunjung', 'dijemput', 'diantar', 'kurir', 'wa', 'kurir', 'lngsng', 'no', 'ya']",barang otw rumah beli tolong kasih nomer tlpn kurir barang kunjung jemput antar kurir wa kurir lngsng no ya,positif
2025-07-10 12:26:58,Pengguna Google,5,harga murah geratis ongkir,harga murah geratis ongkir,harga murah geratis ongkir,harga murah geratis ongkir,"['harga', 'murah', 'geratis', 'ongkir']","['harga', 'murah', 'geratis', 'ongkir']",harga murah gerat ongkir,positif
2025-07-10 12:26:46,Pengguna Google,5,membantu banget,membantu banget,membantu banget,membantu banget,"['membantu', 'banget']","['membantu', 'banget']",bantu banget,positif
2025-07-10 12:26:01,Pengguna Google,5,OK ..... Shopee cukup memuaskan,OK  Shopee cukup memuaskan,ok  shopee cukup memuaskan,ok shopee cukup memuaskan,"['ok', 'shopee', 'cukup', 'memuaskan']","['ok', 'shopee', 'memuaskan']",ok shopee muas,positif
2025-07-10 12:25:21,Pengguna Google,5,"Sangat puas dengan memakai shopee semua jadi mudah, tidak bnyak iklan",Sangat puas dengan memakai shopee semua jadi mudah tidak bnyak iklan,sangat puas dengan memakai shopee semua jadi mudah tidak bnyak iklan,sangat puas dengan memakai shopee semua jadi mudah tidak banyak iklan,"['sangat', 'puas', 'dengan', 'memakai', 'shopee', 'semua', 'jadi', 'mudah', 'tidak', 'banyak', 'iklan']","['puas', 'memakai', 'shopee', 'mudah', 'iklan']",puas pakai shopee mudah iklan,positif
2025-07-10 12:25:12,Pengguna Google,5,"aplikasi terpercaya, mantap🔥🔥🔥",aplikasi terpercaya mantap,aplikasi terpercaya mantap,aplikasi terpercaya mantap,"['aplikasi', 'terpercaya', 'mantap']","['aplikasi', 'terpercaya', 'mantap']",aplikasi percaya mantap,positif
2025-07-10 12:24:52,Pengguna Google,5,aplikasi shoppe ini sangat amat berguna tapi entah kenapa pas dibuka shoppe nya dia tuh agak agak ngeleg dikit padahal wifi saya bagus paling itu aja ngeleng nya tolong ilangin yaa😉,aplikasi shoppe ini sangat amat berguna tapi entah kenapa pas dibuka shoppe nya dia tuh agak agak ngeleg dikit padahal wifi saya bagus paling itu aja ngeleng nya tolong ilangin yaa,aplikasi shoppe ini sangat amat berguna tapi entah kenapa pas dibuka shoppe nya dia tuh agak agak ngeleg dikit padahal wifi saya bagus paling itu aja ngeleng nya tolong ilangin yaa,aplikasi shoppe ini sangat amat berguna tapi entah kenapa pas dibuka shoppe ya dia tuh agak agak ngeleg dikit padahal wifi saya bagus paling itu saja ngeleng ya tolong ilangin ya,"['aplikasi', 'shoppe', 'ini', 'sangat', 'amat', 'berguna', 'tapi', 'entah', 'kenapa', 'pas', 'dibuka', 'shoppe', 'ya', 'dia', 'tuh', 'agak', 'agak', 'ngeleg', 'dikit', 'padahal', 'wifi', 'saya', 'bagus', 'paling', 'itu', 'saja', 'ngeleng', 'ya', 'tolong', 'ilangin', 'ya']","['aplikasi', 'shoppe', 'berguna', 'pas', 'dibuka', 'shoppe', 'ya', 'tuh', 'ngeleg', 'dikit', 'wifi', 'bagus', 'ngeleng', 'ya', 'tolong', 'ilangin', 'ya']",aplikasi shoppe guna pas buka shoppe ya tuh ngeleg dikit wifi bagus ngeleng ya tolong ilangin ya,positif
2025-07-10 12:22:24,Pengguna Google,5,sangat menjaga kualitas dalam hal barang dan pengiriman lebih cepat dan informatif,sangat menjaga kualitas dalam hal barang dan pengiriman lebih cepat dan informatif,sangat menjaga kualitas dalam hal barang dan pengiriman lebih cepat dan informatif,sangat menjaga kualitas dalam hal barang dan pengiriman lebih cepat dan informatif,"['sangat', 'menjaga', 'kualitas', 'dalam', 'hal', 'barang', 'dan', 'pengiriman', 'lebih', 'cepat', 'dan', 'informatif']","['menjaga', 'kualitas', 'barang', 'pengiriman', 'cepat', 'informatif']",jaga kualitas barang kirim cepat informatif,positif
2025-07-10 12:22:19,Pengguna Google,1,"kont*** banyak bug nyaa?? wkwkkwkwk, suara dari video tik tok ga ilang"" padahal udah hapus history,kadang eror, kadang gabisa pesen,hadeh..., tolong diperbaiki yaaa",kont banyak bug nyaa wkwkkwkwk suara dari video tik tok ga ilang padahal udah hapus historykadang eror kadang gabisa pesenhadeh tolong diperbaiki yaaa,kont banyak bug nyaa wkwkkwkwk suara dari video tik tok ga ilang padahal udah hapus historykadang eror kadang gabisa pesenhadeh tolong diperbaiki yaaa,kont banyak bug nya wkwkkwkwk suara dari video tik tok tidak hilang padahal sudah hapus historykadang eror kadang tidak bisa pesenhadeh tolong diperbaiki ya,"['kont', 'banyak', 'bug', 'nya', 'wkwkkwkwk', 'suara', 'dari', 'video', 'tik', 'tok', 'tidak', 'hilang', 'padahal', 'sudah', 'hapus', 'historykadang', 'eror', 'kadang', 'tidak', 'bisa', 'pesenhadeh', 'tolong', 'diperbaiki', 'ya']","['kont', 'bug', 'nya', 'wkwkkwkwk', 'suara', 'video', 'tik', 'tok', 'hilang', 'hapus', 'historykadang', 'eror', 'kadang', 'pesenhadeh', 'tolong', 'diperbaiki', 'ya']",kont bug nya wkwkkwkwk suara video tik tok hilang hapus historykadang eror kadang pesenhadeh tolong baik ya,Positif
2025-07-10 12:22:15,Pengguna Google,1,"kenapa kalo buka apk pertama harus ke vedio,itu sangat mengganggu",kenapa kalo buka apk pertama harus ke vedioitu sangat mengganggu,kenapa kalo buka apk pertama harus ke vedioitu sangat mengganggu,kenapa kalau buka apk pertama harus ke vedioitu sangat mengganggu,"['kenapa', 'kalau', 'buka', 'apk', 'pertama', 'harus', 'ke', 'vedioitu', 'sangat', 'mengganggu']","['buka', 'apk', 'vedioitu', 'mengganggu']",buka apk vedioitu ganggu,negatif
2025-07-10 12:21:51,Pengguna Google,5,mantaap.!!,mantaap,mantaap,mantap,['mantap'],['mantap'],mantap,positif
2025-07-10 12:20:31,Pengguna Google,5,bagus murah,bagus murah,bagus murah,bagus murah,"['bagus', 'murah']","['bagus', 'murah']",bagus murah,Negatif
2025-07-10 12:19:23,Pengguna Google,1,"shopee bubble kayak sampah yaa, berlian udah banyak tapi gak bisa dituker koin 😪🥱 cuma bisa tuker 50 berlian jadi 5 koin aja perharinya, yg bawah yg 500koin cuma formalitas aja (selalu habis dicek di jam berapapun) 👎🏻",shopee bubble kayak sampah yaa berlian udah banyak tapi gak bisa dituker koin  cuma bisa tuker  berlian jadi  koin aja perharinya yg bawah yg koin cuma formalitas aja selalu habis dicek di jam berapapun ,shopee bubble kayak sampah yaa berlian udah banyak tapi gak bisa dituker koin  cuma bisa tuker  berlian jadi  koin aja perharinya yg bawah yg koin cuma formalitas aja selalu habis dicek di jam berapapun ,shopee bubble kayak sampah ya berlian sudah banyak tapi tidak bisa dituker koin cuma bisa tuker berlian jadi koin saja perharinya yang bawah yang koin cuma formalitas saja selalu habis dicek di jam berapapun,"['shopee', 'bubble', 'kayak', 'sampah', 'ya', 'berlian', 'sudah', 'banyak', 'tapi', 'tidak', 'bisa', 'dituker', 'koin', 'cuma', 'bisa', 'tuker', 'berlian', 'jadi', 'koin', 'saja', 'perharinya', 'yang', 'bawah', 'yang', 'koin', 'cuma', 'formalitas', 'saja', 'selalu', 'habis', 'dicek', 'di', 'jam', 'berapapun']","['shopee', 'bubble', 'kayak', 'sampah', 'ya', 'berlian', 'dituker', 'koin', 'tuker', 'berlian', 'koin', 'perharinya', 'koin', 'formalitas', 'habis', 'dicek', 'jam']",shopee bubble kayak sampah ya berlian dituker koin tuker berlian koin hari koin formalitas habis cek jam,negatif
2025-07-10 12:16:38,Pengguna Google,5,belanja online termuah,belanja online termuah,belanja online termuah,belanja online termuah,"['belanja', 'online', 'termuah']","['belanja', 'online', 'termuah']",belanja online termuah,Positif
2025-07-10 12:16:06,Pengguna Google,5,barang bagus..pesan 5 lusin di lebihin 1,barang baguspesan  lusin di lebihin ,barang baguspesan  lusin di lebihin ,barang baguspesan lusin di lebihin,"['barang', 'baguspesan', 'lusin', 'di', 'lebihin']","['barang', 'baguspesan', 'lusin', 'lebihin']",barang baguspesan lusin lebihin,Negatif
2025-07-10 12:15:32,Pengguna Google,5,selama ini belanja di shopee aman.,selama ini belanja di shopee aman,selama ini belanja di shopee aman,selama ini belanja di shopee aman,"['selama', 'ini', 'belanja', 'di', 'shopee', 'aman']","['belanja', 'shopee', 'aman']",belanja shopee aman,Positif
2025-07-10 12:15:25,Pengguna Google,5,pelayanan yg baik cukup amanah,pelayanan yg baik cukup amanah,pelayanan yg baik cukup amanah,pelayanan yang baik cukup amanah,"['pelayanan', 'yang', 'baik', 'cukup', 'amanah']","['pelayanan', 'amanah']",layan amanah,positif
2025-07-10 12:14:56,Pengguna Google,5,baik bagus,baik bagus,baik bagus,baik bagus,"['baik', 'bagus']",['bagus'],bagus,Negatif
2025-07-10 12:14:19,Pengguna Google,5,pelayanan bagus bisa cod an dan pengiriman cepat kurir ramah pesanan hampir semua sesuai,pelayanan bagus bisa cod an dan pengiriman cepat kurir ramah pesanan hampir semua sesuai,pelayanan bagus bisa cod an dan pengiriman cepat kurir ramah pesanan hampir semua sesuai,pelayanan bagus bisa cod an dan pengiriman cepat kurir ramah pesanan hampir semua sesuai,"['pelayanan', 'bagus', 'bisa', 'cod', 'an', 'dan', 'pengiriman', 'cepat', 'kurir', 'ramah', 'pesanan', 'hampir', 'semua', 'sesuai']","['pelayanan', 'bagus', 'cod', 'an', 'pengiriman', 'cepat', 'kurir', 'ramah', 'pesanan', 'sesuai']",layan bagus cod an kirim cepat kurir ramah pesan sesuai,positif
2025-07-10 12:13:58,Pengguna Google,5,sang baik dan membantu....,sang baik dan membantu,sang baik dan membantu,sang baik dan membantu,"['sang', 'baik', 'dan', 'membantu']","['sang', 'membantu']",sang bantu,Positif
2025-07-10 12:13:51,Pengguna Google,5,suka belanja di shopee lebih murah,suka belanja di shopee lebih murah,suka belanja di shopee lebih murah,suka belanja di shopee lebih murah,"['suka', 'belanja', 'di', 'shopee', 'lebih', 'murah']","['suka', 'belanja', 'shopee', 'murah']",suka belanja shopee murah,Negatif
2025-07-10 12:13:21,Pengguna Google,5,shopee oke 👍,shopee oke ,shopee oke ,shopee oke,"['shopee', 'oke']","['shopee', 'oke']",shopee oke,positif
2025-07-10 12:13:17,Pengguna Google,5,joss cocok dengan kriteria,joss cocok dengan kriteria,joss cocok dengan kriteria,joss cocok dengan kriteria,"['joss', 'cocok', 'dengan', 'kriteria']","['joss', 'cocok', 'kriteria']",joss cocok kriteria,Positif
2025-07-10 12:13:13,Pengguna Google,5,"salut, sudah banyak berbenah, terutama dari segi pengiriman👍",salut sudah banyak berbenah terutama dari segi pengiriman,salut sudah banyak berbenah terutama dari segi pengiriman,salut sudah banyak berbenah terutama dari segi pengiriman,"['salut', 'sudah', 'banyak', 'berbenah', 'terutama', 'dari', 'segi', 'pengiriman']","['salut', 'berbenah', 'segi', 'pengiriman']",salut benah segi kirim,Negatif
2025-07-10 12:12:50,Pengguna Google,1,"gimana nih barang asal kirim ke alamat orang lain, sudah komplain tapi ga ada solusi. gak tanggung jawab sama sekali!!!!",gimana nih barang asal kirim ke alamat orang lain sudah komplain tapi ga ada solusi gak tanggung jawab sama sekali,gimana nih barang asal kirim ke alamat orang lain sudah komplain tapi ga ada solusi gak tanggung jawab sama sekali,bagaimana nih barang asal kirim ke alamat orang lain sudah komplain tapi tidak ada solusi tidak tanggung jawab sama sekali,"['bagaimana', 'nih', 'barang', 'asal', 'kirim', 'ke', 'alamat', 'orang', 'lain', 'sudah', 'komplain', 'tapi', 'tidak', 'ada', 'solusi', 'tidak', 'tanggung', 'jawab', 'sama', 'sekali']","['nih', 'barang', 'kirim', 'alamat', 'orang', 'komplain', 'solusi', 'tanggung']",nih barang kirim alamat orang komplain solusi tanggung,positif
2025-07-10 12:12:21,Pengguna Google,5,terimakasih shopee pinjaman saya sudah disetujui tinggal splater yang belum semogah pihak shopee mau setujui splater saya sebagai pembeli setiamu🙏🏻❤️❤️❤️👍🏻,terimakasih shopee pinjaman saya sudah disetujui tinggal splater yang belum semogah pihak shopee mau setujui splater saya sebagai pembeli setiamu,terimakasih shopee pinjaman saya sudah disetujui tinggal splater yang belum semogah pihak shopee mau setujui splater saya sebagai pembeli setiamu,terimakasih shopee pinjaman saya sudah disetujui tinggal splater yang belum semogah pihak shopee mau setujui splater saya sebagai pembeli setiamu,"['terimakasih', 'shopee', 'pinjaman', 'saya', 'sudah', 'disetujui', 'tinggal', 'splater', 'yang', 'belum', 'semogah', 'pihak', 'shopee', 'mau', 'setujui', 'splater', 'saya', 'sebagai', 'pembeli', 'setiamu']","['terimakasih', 'shopee', 'pinjaman', 'disetujui', 'tinggal', 'splater', 'semogah', 'shopee', 'setujui', 'splater', 'pembeli', 'setiamu']",terimakasih shopee pinjam tuju tinggal splater semogah shopee tuju splater beli setia,Positif
